전년할인율,brand,ON/OFF,fr_or_cls,REGION,SUB REGION,account_nm_cn,account_id,POS CHANNEL,New code,Original code,Store Name,PROVINCE,CITY,trade_zone,KEY STORE,UPGRADE ACTION,UPGRADE FLAG, UPGRADE DATE ,REOPEN DATE,Open Date,Open YM,Close Date,Close YM, Original Space CAD , Original Space Sell ,Original Floor,Original Shop Location Level,1월,2월,3월,4월,5월,6월,7월,8월,9월,10월,11월,12월
21.2972%,MLB KIDS,Offline,FR,CENTRAL,西南,云南恒磐商贸有限公司,D072,FP,CN5267,CN5267,MK 昆明 百盛,云南省,昆明市,F3,0,,Existing,,,2021-07-17,202107,,999999,,,,,328640,303360,120560.4855,233465.2677,255772.4715,192747.555,145761.0714,190381.3632,133139.0844,167971.3686,161595,193914
22.7113%,MLB KIDS,Offline,FR,CENTRAL,西南,云南恒磐商贸有限公司,D072,FP,CN5574,CN5574,MK 昆明 恒隆,云南省,昆明市,F1,1,,Existing,,,2022-03-25,202203,,999999,,,,,264420,323180,198147.543,198167.079,341704.176,208048.61,208097.9208,269908.848,137193.804,219389.0292,316008,361152
22.9041%,MLB KIDS,Offline,FR,CENTRAL,西南,云南恒磐商贸有限公司,D072,FP,CN5692,CN5692,MK 昆明 同德,云南省,昆明市,F3,0,,CLOSED,,,2022-07-23,202207,2025-02-22,202502,,,,,0,0,0,0,0,0,0,0,0,0,0,0
22.0437%,MLB KIDS,Offline,FR,CENTRAL,西南,云南恒磐商贸有限公司,D072,FP,CN5886,CN5886,MK 昆明 顺城,云南省,昆明市,F2,1,,Existing,,,2022-12-31,202212,,999999,,,,,165412,152688,50754.2616,101725.9056,158520.4542,123457.026,93553.38,123335.136,72921.5136,75862.7856,104652,115117.2
21.3711%,MLB KIDS,Offline,FR,CENTRAL,西南,云南恒磐商贸有限公司,D072,FP,CN6145,CN6145,MK 昆明 七彩云南第一城,云南省,昆明市,F2,1,,Existing,,,2023-09-23,202309,,999999,,,,,171378,209462,96606.31365,176175.1152,175476.5145,173590.725,102584.9286,206561.8422,114142.8834,126566.7606,150822,172368
20.7072%,MLB KIDS,Offline,FR,CENTRAL,西南,云南恒磐商贸有限公司,D072,FP,CN6226,CN6226,MK 昆明 万象城,云南省,昆明市,F2,1,,CLOSED,,,2023-12-24,202312,2025-08-31,202508,,,,,0,0,0,0,0,0,0,0,0,0,0,0
10.6519%,MLB KIDS,Offline,FR,SOUTH,华南,长沙市珀御商贸有限公司,D048,FP,CN5476,CN5476,MK 长沙 友谊商店,湖南省,长沙市,F2,1,,CLOSED,,,2021-12-17,202112,2024-01-30,202401,,,,,0,0,0,0,0,0,0,0,0,0,0,0
6.7910%,MLB KIDS,Offline,FR,SOUTH,华南,长沙市珀御商贸有限公司,D048,FP,CN5696,CN5696,MK 长沙 IFS,湖南省,长沙市,F1,1,,Existing,,,2022-12-08,202212,,999999,,,,,318906,389774,250784.853,277500,333000,205078.06,162000,88267.212,257048.748,378000,324000,378000
7.9556%,MLB KIDS,Offline,FR,SOUTH,华南,长沙市珀御商贸有限公司,D048,FP,CN6130,CN6130,MK 长沙 雨花德思勤,湖南省,长沙市,F3,0,,CLOSED,,,2023-09-01,202309,2025-02-17,202502,,,,,0,0,0,0,0,0,0,0,0,0,0,0
10.6519%,MLB KIDS,Offline,FR,SOUTH,华南,长沙市珀御商贸有限公司,D048,FP,CN6131,CN6131,MK 岳阳 新天地步步高,湖南省,岳阳市,F3,0,,CLOSED,,,2023-09-01,202309,2024-10-10,202410,,,,,0,0,0,0,0,0,0,0,0,0,0,0
11.3332%,MLB KIDS,Offline,FR,SOUTH,华南,长沙市珀御商贸有限公司,D048,FO,CN6159,CN6159,MK 长沙 砂之船奥莱 FO,湖南省,长沙市,O2,0,,Existing,,,2023-09-23,202309,,999999,,,,,171576,209704,194827.644,178856.964,158196.423,133858.67,154971.036,164370.492,274653.72,194142.96,237006,259578
21.1637%,MLB KIDS,Offline,FR,CENTRAL,西南,重庆渲格商贸有限公司,D014,FP,CN5232,CN5232,MK 重庆 万象城,重庆市,重庆市,F2,1,,Existing,,,2021-08-06,202108,,999999,,,,,169729.6,224990.4,145903.395,184353.906,202005.903,99950.84,96817.248,124269.552,86911.704,179530.56,270864,304722
10.6519%,MLB KIDS,Offline,FR,CENTRAL,西南,重庆渲格商贸有限公司,D014,FP,CN5623,CN5623,MK 重庆 龙湖时代天街_闭店,重庆市,重庆市,F1,1,,CLOSED,,,2022-04-23,202204,2024-04-01,202404,,,,,0,0,0,0,0,0,0,0,0,0,0,0
18.1077%,MLB KIDS,Offline,FR,CENTRAL,西南,重庆渲格商贸有限公司,D014,FP,CN6228,CN6228,MK 重庆 世纪新都,重庆市,重庆市,F3,0,,Existing,,,2023-12-12,202312,,999999,,,,,133300,176700,103434.6285,120671.208,133252.7805,63543.48,62371.134,125742.456,62954.01,145825.596,129276,150822
25.6332%,MLB KIDS,Offline,FR,CENTRAL,西南,重庆渲格商贸有限公司,D014,FP,CN6338,CN6338,MK 重庆 龙湖时代天街,重庆市,重庆市,F1,1,,Existing,,,2024-07-26,202407,,999999,,,,,259410.4,343869.6,217082.811,319982.586,269660.292,150514.32,150336.648,176731.632,275225.148,401595.084,259578,282150
10.6519%,MLB KIDS,Offline,OR,OR,总部,丰梵（中国）商贸有限公司,99999,FP,CN1013,CN1013,MK 上海 第一八佰伴,上海市,上海市,F3,0,,Existing,,,2021-05-25,202105,,999999,,,,,1250000,140000,80000,100000,110000,100000,70000,130000,80000,130000,80000,1550000
10.6519%,MLB KIDS,Offline,OR,OR,总部,丰梵（中国）商贸有限公司,99999,FP,CN1012,CN1012,MK 上海 环球港,上海市,上海市,F3,0,,Y26 CLOSE,,,2021-05-25,202105,2026-05-01,202605,,,,,130000,130000,60000,70000,0,0,0,0,0,0,0,0
