전년할인율,brand,ON/OFF,fr_or_cls,REGION,SUB REGION,account_nm_cn,account_id,POS CHANNEL,New code,Original code,Store Name,PROVINCE,CITY,trade_zone,KEY STORE,UPGRADE ACTION,UPGRADE FLAG, UPGRADE DATE ,REOPEN DATE,Open Date,Open YM,Close Date,Close YM, Original Space CAD , Original Space Sell ,Original Floor,Original Shop Location Level,1월,2월,3월,4월,5월,6월,7월,8월,9월,10월,11월,12월
88.5962%,MLB,Offline,FR,NORTH,华北,山东德峻丰品牌管理有限公司,D073,OTHERS,CN4125,CN4125,MLB青岛新航行内购仓,山东省,青岛市,DC,#REF!,,OTHERS,,,2023-02-01,202302,,999999,,,,,0,0,0,0,0,0,0,0,0,0,0,0
1.5445%,MLB,Offline,FR,NORTH,华北,山东德峻丰品牌管理有限公司,D073,FP,CN5316,CN5316,ML 济南 恒隆,山东省,济南市,F1,#REF!,,Y24 UPGRADE,2024-10-01,2024-10-01,2021-09-17,202109,,999999,228,187,4F,B,800000,1070000,800000,750000,740000,570000,550000,670000,610000,780000,760000,890000
0.6124%,MLB,Offline,FR,NORTH,华北,山东德峻丰品牌管理有限公司,D073,FP,CN5292,CN5292,ML 济南 万象城,山东省,济南市,F1,#REF!,,Y24 UPGRADE,2024-10-02,2024-10-02,2021-07-25,202107,,999999,219,205,B1,A,1380000,1840000,1380000,1100000,1280000,990000,950000,1160000,1050000,1640000,1310000,1740000
0.3645%,MLB,Offline,FR,NORTH,华北,山东德峻丰品牌管理有限公司,D073,FP,CN5079,CN5079,ML 青岛 万象城,山东省,青岛市,F1,#REF!,,Y25 CLOSE,,,2021-01-01,202101,2025-02-15,202502,195,168,2F,,0,0,0,0,0,0,0,0,0,0,0,0
0.1870%,MLB,Offline,FR,NORTH,华北,山东德峻丰品牌管理有限公司,D073,FP,CN6352,CN6352,ML 青岛 万象城4F,山东省,青岛市,F1,#REF!,,Existing,,,2024-08-31,202408,,999999,216,163,4F,A,870000,1120000,1070000,1000000,990000,760000,940000,1190000,940000,1270000,1020000,1190000
8.1774%,MLB,Offline,FR,NORTH,华北,山东德峻丰品牌管理有限公司,D073,FP,CN5152,CN5152,ML 菏泽 佳和城,山东省,菏泽市,F2,#REF!,,Y26 Upgrade,2026-06-01,2026-07-01,2021-06-26,202106,,999999,220,178,1F,A,980000,1300000,980000,920000,910000,700000,670000,820000,740000,950000,930000,1090000
2.4677%,MLB,Offline,FR,NORTH,华北,山东德峻丰品牌管理有限公司,D073,FP,CN5031,CN5031,ML 临沂 万象汇,山东省,临沂市,F2,#REF!,,Y25 UPGRADE,2025-08-05,2025-09-05,2020-10-01,202010,,999999,257,225,1F,A,890000,1190000,890000,840000,830000,640000,610000,750000,680000,860000,850000,990000
1.2357%,MLB,Offline,FR,NORTH,华北,山东德峻丰品牌管理有限公司,D073,FP,CN5151,CN5151,ML 青岛 城阳万象汇,山东省,青岛市,F2,#REF!,,Y25 UPGRADE,2025-09-01,2025-09-30,2021-04-23,202104,,999999,157,113,1F,A,570000,750000,570000,540000,540000,420000,410000,490000,450000,560000,650000,800000
0.4904%,MLB,Offline,FR,NORTH,华北,山东德峻丰品牌管理有限公司,D073,FP,CN5803,CN5803,ML 青岛 海信,山东省,青岛市,F2,#REF!,,Y26 Upgrade,2026-10-02,2026-11-01,2022-10-13,202210,,999999,253,195,4F,A,590000,780000,590000,550000,540000,420000,400000,490000,450000,570000,560000,660000
5.5883%,MLB,Offline,FR,NORTH,华北,山东德峻丰品牌管理有限公司,D073,FP,CN5746,CN5746,ML 青岛 崂山万象汇,山东省,青岛市,F2,#REF!,,Y25 UPGRADE,2025-09-05,2025-09-30,2022-08-27,202208,,999999,208,167,1F,,400000,530000,400000,380000,370000,290000,280000,340000,300000,600000,600000,600000
10.6519%,MLB,Offline,FR,NORTH,华北,山东德峻丰品牌管理有限公司,D073,FP,CN5676,CN5676,ML 青岛 利达茂,山东省,青岛市,F2,#REF!,,CLOSED,,,2022-07-15,202207,2023-05-10,202305,183,137,1F,,0,0,0,0,0,0,0,0,0,0,0,0
0.0151%,MLB,Offline,FR,NORTH,华北,山东德峻丰品牌管理有限公司,D073,FP,CN5036,CN5036,ML 潍坊 泰华城,山东省,潍坊市,F2,#REF!,,Y24 UPGRADE,2024-12-21,2024-12-21,2020-10-30,202010,,999999,220,183,3F,A,800000,1050000,800000,750000,740000,580000,560000,680000,620000,770000,760000,880000
0.3300%,MLB,Offline,FR,NORTH,华北,山东德峻丰品牌管理有限公司,D073,FP,CN5103,CN5103,ML 烟台 振华商厦,山东省,烟台市,F2,#REF!,,Existing,,,2021-02-01,202102,,999999,177,141,5F,A,620000,830000,620000,590000,580000,450000,430000,520000,470000,600000,590000,690000
0.1512%,MLB,Offline,FR,NORTH,华北,山东德峻丰品牌管理有限公司,D073,FP,CN6229,CN6229,ML 淄博 万象汇,山东省,淄博市,F2,#REF!,,Existing,,,2023-12-07,202312,,999999,227,190,1F,A,600000,790000,600000,560000,550000,430000,410000,500000,450000,580000,570000,670000
2.7883%,MLB,Offline,FR,NORTH,华北,山东德峻丰品牌管理有限公司,D073,FP,CN5315,CN5315,ML 德州 奥德乐,山东省,德州市,F3,#REF!,,Y26 Upgrade,2026-01-30,2026-03-01,2021-09-16,202109,,999999,251,209,1F,,800000,1070000,800000,750000,740000,570000,550000,870000,810000,1050000,980000,980000
18.1518%,MLB,Offline,FR,NORTH,华北,山东德峻丰品牌管理有限公司,D073,FP,CN5674,CN5674,ML 东营 东城银座,山东省,东营市,F3,#REF!,,Y25 CLOSE,,,2022-06-19,202206,2025-06-30,202506,254,223,B1,,0,0,0,0,0,0,0,0,0,0,0,0
14.2678%,MLB,Offline,FR,NORTH,华北,山东德峻丰品牌管理有限公司,D073,FP,CN5914,CN5914,ML 济南 和谐广场,山东省,济南市,F3,#REF!,,Existing,,,2023-01-11,202301,,999999,145,113,1F,,380000,510000,380000,360000,350000,270000,260000,320000,290000,370000,360000,430000
4.9376%,MLB,Offline,FR,NORTH,华北,山东德峻丰品牌管理有限公司,D073,FP,CN6209,CN6209,ML 济宁 龙贵购物广场,山东省,济宁市,F3,#REF!,,Existing,,,2023-10-27,202310,,999999,201,162,5F,,760000,1010000,760000,710000,700000,540000,520000,630000,570000,730000,720000,840000
7.4760%,MLB,Offline,FR,NORTH,华北,山东德峻丰品牌管理有限公司,D073,FP,CN5074,CN5074,ML 济宁 运河城,山东省,济宁市,F3,#REF!,,Y25 UPGRADE,2025-06-20,2025-07-02,2020-12-25,202012,,999999,234,180,1F,,600000,790000,600000,560000,560000,430000,420000,500000,460000,580000,570000,670000
10.1660%,MLB,Offline,FR,NORTH,华北,山东德峻丰品牌管理有限公司,D073,FP,CN5480,CN5480,ML 聊城 五星,山东省,聊城市,F3,#REF!,,Existing,,,2021-12-18,202112,,999999,286,232,5F,,620000,830000,620000,590000,580000,450000,430000,520000,470000,600000,590000,690000
12.4879%,MLB,Offline,FR,NORTH,华北,山东德峻丰品牌管理有限公司,D073,FP,CN5748,CN5748,ML 青岛 凯德新都心,山东省,青岛市,F3,#REF!,,Existing,,,2022-08-12,202208,,999999,183,141,1F,,290000,390000,290000,280000,270000,210000,200000,250000,220000,280000,280000,330000
10.1859%,MLB,Offline,FR,NORTH,华北,山东德峻丰品牌管理有限公司,D073,FP,CN5050,CN5050,ML 青岛 乐客城,山东省,青岛市,F3,#REF!,,Y25 UPGRADE,2025-03-20,2025-04-20,2020-12-18,202012,,999999,170,154,1F,,460000,610000,460000,440000,430000,340000,330000,390000,360000,450000,440000,520000
8.5586%,MLB,Offline,FR,NORTH,华北,山东德峻丰品牌管理有限公司,D073,FP,CN5457,CN5457,ML 青岛 利群金鼎,山东省,青岛市,F3,#REF!,,Existing,,,2021-12-08,202112,,999999,320,263,1F,,560000,750000,560000,530000,520000,400000,390000,470000,430000,590000,530000,630000
8.9109%,MLB,Offline,FR,NORTH,华北,山东德峻丰品牌管理有限公司,D073,FP,CN5314,CN5314,ML 青岛 融创茂,山东省,青岛市,F3,#REF!,,Existing,,,2021-08-14,202108,,999999,245,221,1F,,580000,770000,580000,540000,540000,410000,400000,480000,440000,560000,550000,650000
15.2980%,MLB,Offline,FR,NORTH,华北,山东德峻丰品牌管理有限公司,D073,FP,CN5389,CN5389,ML 日照 万象汇,山东省,日照市,F3,#REF!,,Existing,,,2021-10-15,202110,,999999,152,126,1F,,400000,530000,400000,380000,370000,290000,280000,340000,300000,390000,380000,450000
6.3973%,MLB,Offline,FR,NORTH,华北,山东德峻丰品牌管理有限公司,D073,FP,CN5240,CN5240,ML 泰安 万达,山东省,泰安市,F3,#REF!,,Existing,,,2021-06-18,202106,,999999,180,165,1F,,620000,830000,620000,590000,580000,450000,430000,520000,570000,700000,590000,690000
7.3644%,MLB,Offline,FR,NORTH,华北,山东德峻丰品牌管理有限公司,D073,FP,CN5482,CN5482,ML 威海 九龙城,山东省,威海市,F3,#REF!,,Existing,,,2021-12-13,202112,,999999,185,156,1F,,440000,590000,440000,420000,410000,320000,310000,370000,340000,430000,420000,500000
9.3115%,MLB,Offline,FR,NORTH,华北,山东德峻丰品牌管理有限公司,D073,FP,CN5275,CN5275,ML 威海 威高,山东省,威海市,F3,#REF!,,Y25 UPGRADE,2025-09-10,2025-09-30,2021-07-31,202107,,999999,178,155,1F,,520000,690000,520000,490000,480000,370000,360000,430000,390000,500000,490000,580000
4.6170%,MLB,Offline,FR,NORTH,华北,山东德峻丰品牌管理有限公司,D073,FP,CN5927,CN5927,ML 潍坊 谷德广场,山东省,潍坊市,F3,#REF!,,Y25 UPGRADE,2025-09-05,2025-09-30,2023-01-08,202301,,999999,162,132,B1,,440000,590000,440000,420000,410000,320000,310000,370000,340000,630000,620000,500000
7.5788%,MLB,Offline,FR,NORTH,华北,山东德峻丰品牌管理有限公司,D073,FP,CN5390,CN5390,ML 烟台 万象汇,山东省,烟台市,F3,#REF!,,Y26 Upgrade,2026-10-02,2026-11-01,2021-09-29,202109,,999999,184,163,1F,,500000,660000,500000,470000,460000,360000,340000,420000,380000,480000,470000,560000
24.0779%,MLB,Offline,FR,NORTH,华北,山东德峻丰品牌管理有限公司,D073,FP,CN5724,CN5724,ML 德州 百货大楼,山东省,德州市,F4,#REF!,,Y25 CLOSE,,,2022-07-14,202207,2025-07-31,202507,256,204,2F,,0,0,0,0,0,0,0,0,0,0,0,0
10.6519%,MLB,Offline,FR,NORTH,华北,山东德峻丰品牌管理有限公司,D073,FP,CN5150,CN5150,ML 济南 高新万达,山东省,济南市,F4,#REF!,,CLOSED,,,2021-04-30,202104,2024-03-12,202403,161,127,1F,,0,0,0,0,0,0,0,0,0,0,0,0
14.0653%,MLB,Offline,FR,NORTH,华北,山东德峻丰品牌管理有限公司,D073,FP,CN5265,CN5265,ML 青岛 城阳家佳源,山东省,青岛市,F3,#REF!,,Existing,,,2021-08-06,202108,,999999,192,165,1F,,360000,470000,360000,330000,330000,250000,250000,300000,270000,340000,340000,400000
24.0533%,MLB,Offline,FR,NORTH,华北,山东德峻丰品牌管理有限公司,D073,FP,CN5923,CN5923,ML 青岛 金茂览秀城,山东省,青岛市,F3,#REF!,,Existing,,,2022-12-17,202212,,999999,225,171,1F,,210000,280000,210000,200000,200000,150000,150000,180000,160000,210000,200000,240000
10.6519%,MLB,Offline,FR,NORTH,华北,山东德峻丰品牌管理有限公司,D073,FP,CN5878,CN5878,ML 青岛 市北未来万科城,山东省,青岛市,F4,#REF!,,CLOSED,,,2022-12-16,202212,2024-02-29,202402,248,197,1F,,0,0,0,0,0,0,0,0,0,0,0,0
35.9149%,MLB,Offline,FR,NORTH,华北,山东德峻丰品牌管理有限公司,D073,FP,CN6280,CN6280,ML 日照 天宁保利,山东省,日照市,F3,#REF!,,Existing,,,2024-01-12,202401,,999999,134,103,1F,,200000,260000,200000,180000,180000,140000,130000,160000,150000,190000,190000,220000
30.2838%,MLB,Offline,FR,NORTH,华北,山东德峻丰品牌管理有限公司,D073,FO,CN5685,CN5685,ML 济南 首创奥莱 FO,山东省,济南市,O1,#REF!,,Y25 UPGRADE,2025-03-02,2025-05-01,2022-07-08,202207,,999999,518,365,1F,,1030000,1380000,730000,770000,1060000,840000,910000,1160000,1080000,1000000,980000,1150000
31.6031%,MLB,Offline,FR,NORTH,华北,山东德峻丰品牌管理有限公司,D073,FO,CN5455,CN5455,ML 济南 百联奥莱 FO,山东省,济南市,O2,#REF!,,Existing,,,2021-11-26,202111,,999999,307,244,1F,,710000,950000,710000,670000,660000,510000,550000,700000,540000,750000,680000,850000
34.8080%,MLB,Offline,FR,NORTH,华北,山东德峻丰品牌管理有限公司,D073,FO,CN5806,CN5806,ML 济宁 枫叶小镇奥莱 FO,山东省,济宁市,O2,#REF!,,Existing,,,2022-10-15,202210,,999999,257,184,1F,,620000,630000,620000,590000,580000,450000,830000,820000,470000,600000,590000,490000
36.7347%,MLB,Offline,FR,NORTH,华北,山东德峻丰品牌管理有限公司,D073,FO,CN5727,CN5727,ML 青岛 百联奥莱 FO,山东省,青岛市,O2,#REF!,,Existing,,,2022-07-30,202207,,999999,356,295,1F,,400000,530000,400000,380000,370000,290000,280000,340000,300000,390000,380000,450000
33.3804%,MLB,Offline,FR,NORTH,华北,山东德峻丰品牌管理有限公司,D073,FO,CN5852,CN5852,MM 青岛 首创奥莱 FO,山东省,青岛市,O2,#REF!,,Existing,,,2022-12-31,202212,,999999,400,337,1F,,820000,830000,620000,590000,580000,450000,430000,630000,500000,800000,590000,900000
10.6519%,MLB,Offline,FR,NORTH,华北,山东德峻丰品牌管理有限公司,D073,OTHERS,CN5210,CN5210,ML 济南 万象城_闭店 POP,山东省,济南市,POP-UP,#REF!,,OTHERS,,,2021-05-08,202105,2021-07-25,202107,93,91,B2,,0,0,0,0,0,0,0,0,0,0,0,0
10.6519%,MLB,Offline,FR,NORTH,华北,山东德峻丰品牌管理有限公司,D073,OTHERS,CN5291,CN5291,ML 青岛 万象城_闭店 POP,山东省,青岛市,POP-UP,#REF!,,OTHERS,,,2021-07-17,202107,2021-08-05,202108,100, -   ,B1,,0,0,0,0,0,0,0,0,0,0,0,0
10.6519%,MLB,Offline,FR,NORTH,华北,山东德峻丰品牌管理有限公司,D073,OTHERS,CN6030,CN6030,ML 淄博 万象汇 POP,山东省,淄博市,POP-UP,#REF!,,OTHERS,,,2023-05-01,202305,2023-12-06,202312,50,40,1F,,0,0,0,0,0,0,0,0,0,0,0,0
0.0159%,MLB,Offline,FR,NORTH,华北,山西凌皓国际贸易有限公司,D021,FP,CN5276,CN5276,ML 太原 万象城-2F,山西省,太原市,F1,#REF!,,Y24 UPGRADE,2024-11-09,2024-11-09,2021-09-14,202109,,999999,320,304,2F,A,1010000,1340000,1010000,850000,870000,740000,720000,870000,930000,1030000,900000,1220000
0.0000%,MLB,Offline,FR,NORTH,华北,山西凌皓国际贸易有限公司,D021,OTHERS,CN6156,CN6156,ML 太原 万象城 POP,山西省,太原市,POP-UP,#REF!,,OTHERS,,,2023-09-08,202309,2025-05-15,202505,84,75,4F,,0,0,0,0,0,0,0,0,0,0,0,0
81.4593%,MLB,Offline,FR,NORTH,华北,山西凌皓国际贸易有限公司,D021,OTHERS,CN4075,CN4075,山西凌皓 内购仓,山西省,太原市,DC,#REF!,,OTHERS,,,2020-01-01,202001,,999999,,,,,0,0,0,0,0,0,0,0,0,0,0,0
0.0147%,MLB,Offline,FR,NORTH,华北,山西凌皓国际贸易有限公司,D021,FP,CN6218,CN6218,ML 太原 万象城B1F,山西省,太原市,F2,#REF!,,Y25 CLOSE,,,2023-11-21,202311,2025-12-18,202512,223,181,B1,A,530000,700000,530000,450000,450000,390000,380000,450000,490000,540000,470000,640000
0.0019%,MLB,Offline,FR,NORTH,华北,山西凌皓国际贸易有限公司,D021,FP,CN5579,CN5579,ML 大同 万达,山西省,大同市,F2,#REF!,,Y25 UPGRADE,2025-06-18,2025-07-21,2022-04-02,202204,,999999,190,152,1F,A,960000,1290000,960000,820000,830000,710000,690000,830000,890000,990000,860000,1170000
0.1063%,MLB,Offline,FR,NORTH,华北,山西凌皓国际贸易有限公司,D021,FP,CN6486,CN6486,ML 临汾 生龙国际二店,山西省,临汾市,F2,#REF!,,Y25 NEW,,,2025-11-28,202511,,999999,,,,,390000,530000,390000,330000,340000,290000,280000,340000,360000,400000,350000,480000
0.0037%,MLB,Offline,FR,NORTH,华北,山西凌皓国际贸易有限公司,D021,FP,CN5147,CN5147,ML 太原 龙湖万达,山西省,太原市,F2,#REF!,,Y24 UPGRADE,2024-09-10,2024-09-10,2021-04-17,202104,,999999,158,134,1F,A,880000,1170000,880000,740000,760000,650000,630000,750000,810000,900000,790000,1060000
0.0055%,MLB,Offline,FR,NORTH,华北,山西凌皓国际贸易有限公司,D021,FP,CN5148,CN5148,ML 太原 茂业天地1期,山西省,太原市,F2,#REF!,,Y24 UPGRADE,2024-09-15,2024-09-15,2021-05-08,202105,,999999,205,173,5F,A,920000,1230000,920000,780000,790000,680000,660000,790000,850000,940000,830000,1110000
0.4304%,MLB,Offline,FR,NORTH,华北,山西凌皓国际贸易有限公司,D021,FP,CN5345,CN5345,ML 太原 茂业天地2期,山西省,太原市,F2,#REF!,,Y25 UPGRADE,2025-06-15,2025-07-06,2021-11-08,202111,,999999,235,170,B1,A,440000,580000,440000,370000,380000,320000,310000,380000,400000,450000,390000,530000
0.0048%,MLB,Offline,FR,NORTH,华北,山西凌皓国际贸易有限公司,D021,FP,CN5251,CN5251,ML 太原 王府井,山西省,太原市,F2,#REF!,,Y25 UPGRADE,2025-07-08,2025-08-07,2021-07-10,202107,,999999,152,143,5F,A,700000,930000,700000,590000,600000,520000,500000,600000,650000,720000,630000,850000
0.0065%,MLB,Offline,FR,NORTH,华北,山西凌皓国际贸易有限公司,D021,FP,CN6294,CN6294,ML 太原 吾悦广场,山西省,太原市,F2,#REF!,,Existing,,,2024-04-26,202404,,999999,280,238,1F,A,570000,760000,570000,480000,490000,420000,410000,490000,530000,580000,510000,690000
0.0271%,MLB,Offline,FR,NORTH,华北,山西凌皓国际贸易有限公司,D021,FP,CN5722,CN5722,ML 长治 万达,山西省,长治市,F2,#REF!,,Y26 Upgrade,2026-04-01,2026-05-01,2022-07-06,202207,,999999,152,121,1F,A,630000,840000,630000,530000,540000,470000,450000,540000,580000,650000,570000,760000
0.0092%,MLB,Offline,FR,NORTH,华北,山西凌皓国际贸易有限公司,D021,FP,CN5487,CN5487,MM 太原 万象钟楼街,山西省,太原市,F2,#REF!,,Y26 Upgrade,2026-01-30,2026-03-01,2021-12-25,202112,,999999,430,362,1F+2F,A,530000,700000,530000,450000,450000,390000,380000,450000,490000,540000,470000,640000
0.0046%,MLB,Offline,FR,NORTH,华北,山西凌皓国际贸易有限公司,D021,FP,CN5430,CN5430,ML 大同 百盛,山西省,大同市,F3,#REF!,,Y26 Upgrade,2026-05-31,2026-06-30,2023-08-01,202308,,999999,201,108,B1,,570000,760000,570000,480000,490000,420000,410000,490000,530000,580000,510000,690000
15.6409%,MLB,Offline,FR,NORTH,华北,山西凌皓国际贸易有限公司,D021,FP,CN6067,CN6067,ML 晋中 万达,山西省,晋中市,F3,#REF!,,Existing,,,2023-06-25,202306,,999999,175,151,1F,,260000,350000,260000,220000,230000,190000,190000,230000,240000,270000,240000,320000
0.0012%,MLB,Offline,FR,NORTH,华北,山西凌皓国际贸易有限公司,D021,FP,CN5344,CN5344,ML 临汾 生龙国际,山西省,临汾市,F3,#REF!,,Existing,,,2021-09-05,202109,,999999,201,159,4F,,530000,700000,530000,450000,450000,390000,380000,450000,490000,540000,470000,640000
3.2948%,MLB,Offline,FR,NORTH,华北,山西凌皓国际贸易有限公司,D021,FP,CN5655,CN5655,ML 吕梁 宏泰,山西省,吕梁市,F3,#REF!,,Existing,,,2022-06-03,202206,,999999,180,154,1F,,480000,640000,480000,410000,420000,360000,350000,410000,450000,490000,430000,580000
0.0183%,MLB,Offline,FR,NORTH,华北,山西凌皓国际贸易有限公司,D021,FP,CN5043,CN5043,ML 太原 北美新天地,山西省,太原市,F3,#REF!,,Y26 CLOSE,,,2020-11-07,202011,2026-10-30,202610,174,151,4F,B,0,0,0,0,0,0,0,0,0,0,0,0
0.0249%,MLB,Offline,FR,NORTH,华北,山西凌皓国际贸易有限公司,D021,FP,CN5280,CN5280,ML 太原 公元时代城,山西省,太原市,F3,#REF!,,Existing,,,2021-08-07,202108,,999999,200,164,1F,,440000,580000,440000,370000,380000,320000,310000,380000,400000,450000,390000,530000
8.8125%,MLB,Offline,FR,NORTH,华北,山西凌皓国际贸易有限公司,D021,FP,CN5665,CN5665,ML 太原 柳巷茂业,山西省,太原市,F3,#REF!,,Y26 CLOSE,,,2022-06-01,202206,2026-07-30,202607,200,130,1F,,0,0,0,0,0,0,0,0,0,0,0,0
0.0018%,MLB,Offline,FR,NORTH,华北,山西凌皓国际贸易有限公司,D021,FP,CN6157,CN6157,ML 太原 小店龙城万达,山西省,太原市,F3,#REF!,,Existing,,,2023-11-10,202311,,999999,213,184,1F,,390000,530000,390000,330000,340000,290000,280000,340000,360000,400000,350000,480000
0.0048%,MLB,Offline,FR,NORTH,华北,山西凌皓国际贸易有限公司,D021,FP,CN5393,CN5393,ML 忻州 开来欣悦,山西省,忻州市,F3,#REF!,,Y25 UPGRADE,2025-06-30,2025-08-08,2021-10-01,202110,,999999,148,132,4F,,530000,700000,530000,450000,450000,390000,380000,450000,490000,540000,470000,640000
0.0000%,MLB,Offline,FR,NORTH,华北,山西凌皓国际贸易有限公司,D021,FP,CN6031,CN6031,ML 运城 万达,山西省,运城市,F3,#REF!,,Existing,,,2023-04-26,202304,,999999,140,119,1F,,480000,640000,480000,410000,420000,360000,350000,410000,450000,490000,430000,580000
10.6519%,MLB,Offline,FR,NORTH,华北,山西凌皓国际贸易有限公司,D021,FP,CN6075,CN6075,ML 大同 华林新天地,山西省,大同市,F4,#REF!,,CLOSED,,,2023-09-28,202309,2024-12-03,202412,157,131,2F,,0,0,0,0,0,0,0,0,0,0,0,0
16.2605%,MLB,Offline,FR,NORTH,华北,山西凌皓国际贸易有限公司,D021,FP,CN5657,CN5657,ML 大同 平城云中百盛,山西省,大同市,F3,#REF!,,Existing,,,2022-06-15,202206,,999999,224,175,1F,,210000,280000,210000,180000,180000,160000,150000,180000,190000,220000,190000,250000
0.0000%,MLB,Offline,FR,NORTH,华北,山西凌皓国际贸易有限公司,D021,FP,CN6132,CN6132,ML 晋城 圣亚,山西省,晋城市,F3,#REF!,,Existing,,,2023-09-01,202309,,999999,216,199,7F,,320000,420000,320000,270000,270000,230000,230000,270000,290000,320000,280000,380000
0.0000%,MLB,Offline,FR,NORTH,华北,山西凌皓国际贸易有限公司,D021,FP,CN5749,CN5749,ML 晋城 万达,山西省,晋城市,F3,#REF!,,Existing,,,2022-08-18,202208,,999999,180,145,1F,,180000,230000,180000,150000,150000,130000,130000,150000,160000,180000,160000,210000
0.0000%,MLB,Offline,FR,NORTH,华北,山西凌皓国际贸易有限公司,D021,FP,CN6036,CN6036,ML 晋中 鼎尚,山西省,晋中市,F3,#REF!,,Existing,,,2023-05-26,202305,,999999,180,150,1F,,210000,280000,210000,180000,180000,160000,150000,180000,190000,220000,190000,250000
0.0000%,MLB,Offline,FR,NORTH,华北,山西凌皓国际贸易有限公司,D021,FP,CN6035,CN6035,ML 朔州 美都汇,山西省,朔州市,F3,#REF!,,Existing,,,2023-05-20,202305,,999999,302,255,4F,,440000,580000,440000,370000,380000,320000,310000,380000,400000,450000,390000,530000
10.3549%,MLB,Offline,FR,NORTH,华北,山西凌皓国际贸易有限公司,D021,FP,CN5832,CN5832,ML 阳泉 北国,山西省,阳泉市,F3,#REF!,,Y26 CLOSE,,,2022-10-01,202210,2026-03-30,202603,270,211,3F,,0,0,0,0,0,0,0,0,0,0,0,0
8.1887%,MLB,Offline,FR,NORTH,华北,山西凌皓国际贸易有限公司,D021,FP,CN5874,CN5874,ML 阳泉 万达,山西省,阳泉市,F3,#REF!,,Existing,,,2022-12-09,202212,,999999,273,232,1F,,250000,330000,250000,210000,210000,180000,180000,210000,230000,250000,220000,300000
0.0000%,MLB,Offline,FR,NORTH,华北,山西凌皓国际贸易有限公司,D021,FP,CN5484,CN5484,ML 运城 苏宁,山西省,运城市,F3,#REF!,,Y25 CLOSE,,,2022-01-18,202201,2025-09-20,202509,271,216,1F,,0,0,0,0,0,0,0,0,0,0,0,0
1.2972%,MLB,Offline,FR,NORTH,华北,山西凌皓国际贸易有限公司,D021,FO,CN6049,CN6049,ML 晋中 天美杉杉奥莱1F FO,山西省,晋中市,O1,#REF!,,Existing,,,2023-06-11,202306,,999999,257,202,1F,,1490000,1990000,1490000,1260000,1290000,1100000,1070000,1280000,1380000,1520000,1340000,1800000
27.0190%,MLB,Offline,FR,NORTH,华北,山西凌皓国际贸易有限公司,D021,FO,CN6340,CN6340,ML 太原 杉杉奥莱 FO,山西省,太原市,O1,#REF!,,Y25 UPGRADE,2025-06-15,2025-07-15,2022-09-23,202209,,999999,354,286,1F,,1310000,1750000,1310000,1110000,1130000,970000,940000,1130000,1210000,1340000,1180000,1590000
1.4032%,MLB,Offline,FR,NORTH,华北,山西凌皓国际贸易有限公司,D021,FO,CN6439,CN6439,ML 太原 杉杉奥莱（二店） FO,山西省,太原市,O1,#REF!,,Y25 NEW,,,2025-07-31,202507,,999999,222,222,1F,,700000,930000,700000,590000,600000,520000,500000,600000,650000,720000,630000,850000
26.6133%,MLB,Offline,FR,NORTH,华北,山西凌皓国际贸易有限公司,D021,FO,CN5247,CN5247,ML 晋中 天美杉杉奥莱 FO,山西省,晋中市,O2,#REF!,,Y25 UPGRADE,2025-06-25,2025-08-07,2021-06-26,202106,,999999,210,167,2F,,1140000,1520000,940000,970000,980000,840000,820000,980000,1750000,1160000,1020000,1800000
0.0000%,MLB,Offline,FR,NORTH,华北,山西凌皓国际贸易有限公司,D021,FP,CN6490,TBD8,ML 太原 昌盛万达,山西省,太原市,F3,#REF!,,Y25 NEW,,,2025-12-12,202512,,999999,,,,,320000,420000,320000,270000,270000,230000,230000,270000,290000,320000,280000,380000
10.6519%,MLB,Offline,FR,NORTH,华北,山西凌皓国际贸易有限公司,D021,OTHERS,CN5430 POP-UP,CN5430 POP-UP,大同 百盛临时柜,山西省,大同市,POP-UP,#REF!,,OTHERS,,,2022-06-01,202206,,999999,,,,,0,0,0,0,0,0,0,0,0,0,0,0
10.6519%,MLB,Offline,FR,NORTH,华北,山西凌皓国际贸易有限公司,D021,OTHERS,TBD9,TBD9,POPUP2,山西省,太原市,POP-UP,#REF!,,OTHERS,,,2026-01-01,202601,,999999,,,,,180000,230000,180000,150000,150000,130000,130000,150000,160000,180000,160000,210000
10.6519%,MLB,Offline,FR,NORTH,华北,山西凌皓国际贸易有限公司,D021,OTHERS,TBD10,TBD10,POPUP3,山西省,太原市,POP-UP,#REF!,,OTHERS,,,2026-05-01,202605,,999999,,,,,0,0,0,0,300000,300000,300000,300000,350000,400000,300000,300000
5.2025%,MLB,Offline,FR,NORTH,西北,山西凌皓国际贸易有限公司,D021,FP,CN6244,CN6244,ML 西宁 王府井B馆,青海省,西宁市,F2,#REF!,,Y25 UPGRADE,2025-11-01,2025-12-01,2024-02-01,202402,,999999,235,210,1F,A,390000,520000,390000,410000,390000,320000,410000,410000,360000,320000,260000,320000
12.4132%,MLB,Offline,FR,NORTH,西北,山西凌皓国际贸易有限公司,D021,FP,CN5661,CN5661,ML 西宁 力盟国芳,青海省,西宁市,F3,#REF!,,Y25 UPGRADE,2025-08-12,2025-10-18,2022-06-25,202206,,999999,164,146,1F,,300000,400000,300000,320000,310000,250000,320000,320000,280000,250000,200000,250000
